Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0,05/01/2005,Southampton,Fulham,3,3,D,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Aston Villa,Norwich,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Bolton,Arsenal,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Charlton,Birmingham,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Liverpool,Man United,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Man City,Crystal Palace,3,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Newcastle,Southampton,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Portsmouth,Blackburn,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/01/2005,Tottenham,Chelsea,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/01/2005,Fulham,West Brom,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/01/2005,Middlesbrough,Everton,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Birmingham,Fulham,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Chelsea,Portsmouth,3,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Crystal Palace,Tottenham,3,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Everton,Charlton,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Man United,Aston Villa,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Norwich,Middlesbrough,4,4,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,Southampton,Liverpool,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/01/2005,West Brom,Man City,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/01/2005,Arsenal,Newcastle,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/01/2005,Blackburn,Bolton,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2005,Arsenal,Man United,2,4,A,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2005,Bolton,Tottenham,3,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2005,Charlton,Liverpool,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2005,Portsmouth,Middlesbrough,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/02/2005,West Brom,Crystal Palace,2,2,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2005,Birmingham,Southampton,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2005,Blackburn,Chelsea,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2005,Everton,Norwich,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2005,Fulham,Aston Villa,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/02/2005,Man City,Newcastle,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Aston Villa,Arsenal,1,3,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Crystal Palace,Bolton,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Liverpool,Fulham,3,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Man United,Birmingham,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Middlesbrough,Blackburn,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Newcastle,Charlton,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Norwich,West Brom,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/02/2005,Tottenham,Portsmouth,3,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/02/2005,Chelsea,Man City,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/02/2005,Southampton,Everton,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2005,Birmingham,Liverpool,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2005,Blackburn,Norwich,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2005,Bolton,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2005,Everton,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/02/2005,Portsmouth,Aston Villa,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/02/2005,Man City,Man United,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/02/2005,Arsenal,Crystal Palace,5,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/02/2005,West Brom,Southampton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2005,Aston Villa,Everton,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2005,Crystal Palace,Birmingham,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2005,Man United,Portsmouth,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2005,Southampton,Arsenal,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/02/2005,Tottenham,Fulham,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/02/2005,Middlesbrough,Charlton,2,2,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/02/2005,Newcastle,Bolton,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/02/2005,Norwich,Man City,2,3,A,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Arsenal,Portsmouth,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Aston Villa,Middlesbrough,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Crystal Palace,Man United,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Fulham,Charlton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Newcastle,Liverpool,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Norwich,Chelsea,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/03/2005,Southampton,Tottenham,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/03/2005,Everton,Blackburn,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/03/2005,West Brom,Birmingham,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/03/2005,Man City,Bolton,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/03/2005,Chelsea,West Brom,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/03/2005,Charlton,Tottenham,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/03/2005,Liverpool,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Blackburn,Arsenal,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Bolton,Norwich,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Charlton,West Brom,1,4,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Chelsea,Crystal Palace,4,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Man United,Fulham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Portsmouth,Newcastle,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/03/2005,Tottenham,Man City,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/03/2005,Birmingham,Aston Villa,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/03/2005,Liverpool,Everton,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/03/2005,Middlesbrough,Southampton,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Arsenal,Norwich,4,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Birmingham,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Charlton,Man City,2,2,D,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Crystal Palace,Middlesbrough,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Liverpool,Bolton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Man United,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Newcastle,Aston Villa,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/04/2005,Southampton,Chelsea,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/04/2005,Fulham,Portsmouth,3,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/04/2005,West Brom,Everton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Blackburn,Southampton,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Bolton,Fulham,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Chelsea,Birmingham,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Man City,Liverpool,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Middlesbrough,Arsenal,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Norwich,Man United,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/04/2005,Portsmouth,Charlton,4,2,H,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/04/2005,Aston Villa,West Brom,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/04/2005,Everton,Crystal Palace,4,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/04/2005,Tottenham,Newcastle,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2005,Birmingham,Portsmouth,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2005,Charlton,Bolton,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2005,Crystal Palace,Norwich,3,3,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2005,Fulham,Man City,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2005,Liverpool,Tottenham,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/04/2005,Southampton,Aston Villa,2,3,A,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/2005,Bolton,Southampton,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/2005,Middlesbrough,Fulham,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Aston Villa,Charlton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Blackburn,Crystal Palace,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Chelsea,Arsenal,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Everton,Man United,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Man City,Birmingham,3,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Norwich,Newcastle,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Portsmouth,Liverpool,1,2,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/04/2005,Tottenham,West Brom,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Aston Villa,Bolton,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Blackburn,Man City,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Chelsea,Fulham,3,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Crystal Palace,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Everton,Birmingham,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Middlesbrough,West Brom,4,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/2005,Norwich,Charlton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/04/2005,Man United,Newcastle,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/04/2005,Portsmouth,Southampton,4,1,H,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/04/2005,Arsenal,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/04/2005,West Brom,Blackburn,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/04/2005,Newcastle,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Birmingham,Blackburn,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Bolton,Chelsea,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Fulham,Everton,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Liverpool,Middlesbrough,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Man City,Portsmouth,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Newcastle,Crystal Palace,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/04/2005,Southampton,Norwich,4,3,H,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/05/2005,Charlton,Man United,0,4,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/05/2005,Tottenham,Aston Villa,5,1,H,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/05/2005,West Brom,Arsenal,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/05/2005,Fulham,Newcastle,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Aston Villa,Man City,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Blackburn,Fulham,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Chelsea,Charlton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Crystal Palace,Southampton,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Everton,Newcastle,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Man United,West Brom,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Middlesbrough,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Norwich,Birmingham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/2005,Portsmouth,Bolton,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/05/2005,Arsenal,Liverpool,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/05/2005,Man United,Chelsea,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/2005,Arsenal,Everton,7,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Birmingham,Arsenal,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Bolton,Everton,3,2,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Charlton,Crystal Palace,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Fulham,Norwich,6,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Liverpool,Aston Villa,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Man City,Middlesbrough,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Newcastle,Chelsea,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Southampton,Man United,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,Tottenham,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/05/2005,West Brom,Portsmouth,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Arsenal,Everton,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Birmingham,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Blackburn,Wolves,5,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Fulham,Middlesbrough,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Leicester,Southampton,2,2,D,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Man United,Bolton,4,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/08/2003,Portsmouth,Aston Villa,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/08/2003,Charlton,Man City,0,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/08/2003,Leeds,Newcastle,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/08/2003,Liverpool,Chelsea,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Bolton,Blackburn,2,2,D,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Chelsea,Leicester,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Everton,Fulham,3,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Man City,Portsmouth,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Newcastle,Man United,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Southampton,Birmingham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Tottenham,Leeds,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/2003,Wolves,Charlton,0,4,A,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/08/2003,Aston Villa,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/08/2003,Middlesbrough,Arsenal,0,4,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/08/2003,Blackburn,Man City,2,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/2003,Charlton,Everton,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/2003,Leeds,Southampton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/2003,Leicester,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/2003,Portsmouth,Bolton,4,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/08/2003,Arsenal,Aston Villa,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/08/2003,Liverpool,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/08/2003,Man United,Wolves,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Aston Villa,Leicester,3,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Bolton,Charlton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Chelsea,Blackburn,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Everton,Liverpool,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Middlesbrough,Leeds,2,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Newcastle,Birmingham,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Tottenham,Fulham,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/2003,Wolves,Portsmouth,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,31/08/2003,Man City,Arsenal,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,31/08/2003,Southampton,Man United,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/09/2003,Arsenal,Portsmouth,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/09/2003,Blackburn,Liverpool,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,13/09/2003,Bolton,Middlesbrough,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
